"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1837279569302409657","Fri Sep 20 23:55:58 +0000 2024","0","Prabowo belum dilantik aja gayanya udah kayak presiden sungguhan yg telah lama di impikan. https://t.co/G5pt9UrFY1","1837279569302409657","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Parhobas273793/status/1837279569302409657","1816087531689238531","Parhobas273793"
"1837011802208752029","Fri Sep 20 23:55:35 +0000 2024","0","@HabiebBass Kasian pak @prabowo nanti kena getahnya bahwa klo jaman a mmpin susah cr kerja enak yak kl lalu nyalahin jaman sby .kedepan kira gmn","1837279472896332163","","HabiebBass","in","","0","0","0","https://x.com/EkoApan/status/1837279472896332163","1628901472321835008","EkoApan"
"1836666381296935237","Fri Sep 20 23:55:21 +0000 2024","0","@AraituLaki Lah ini mah ponakannya prabowo yg maen bokep kan... https://t.co/sl6XEVCTtJ","1837279411202314430","","AraituLaki","in","","0","0","0","https://x.com/FRONTPERSAUDAR2/status/1837279411202314430","1350023566398353414","FRONTPERSAUDAR2"
"1836931497716240432","Fri Sep 20 23:55:17 +0000 2024","0","@are_inismyname @prabowo @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @DarekaRendy @IrawanRommi @AndreasSolusi @florieliciouss @Kimberley_PS08 @zy_zy_lestary MIMPI PENJILAT BIAR DAPAT DUIT BUAT MAKAN","1837279397138894854","","are_inismyname","in","","0","0","0","https://x.com/bunianggg/status/1837279397138894854","1622506553705390081","bunianggg"
"1835998176756875683","Fri Sep 20 23:55:10 +0000 2024","2","@realfedinuril ANTUM kurang CERDAS tak elok jika disebut BODO IKN proyek jng panjang diatur dg UU artinya siapapun PRESIDENNYA wajib meneruskan misalnya Pak JOKOWI selesaikan 15 % PAK PRABOWO 25 % sisanya REZIM berikutnya.","1837279367145345216","","realfedinuril","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Bambang_Budimab/status/1837279367145345216","228652010","Bambang_Budimab"
"1836919427172028720","Fri Sep 20 23:54:26 +0000 2024","0","@ZoneVenomWar @Mas_streaming @prabowo @Gerindra Gamungkin ditegor sih. Paling cuma dibilang inikan Demokrasi. Setiap anggota DPR walau Partai sama ga harus smua pendapatnya sama. Di smua partai rerata gitu. Sampekan aja terus terang kalo emang yang kurang dsb. Kalo Prabowo negur ntar dikira ga demokratis. Ya PS Demokratis","1837279182252036442","","ZoneVenomWar","in","Jakarta","0","0","2","https://x.com/FelixSGL1/status/1837279182252036442","2862109627","FelixSGL1"
"1837124460878647553","Fri Sep 20 23:54:18 +0000 2024","0","@RagilSemar @prabowo nitip pak","1837279146361450790","","RagilSemar","in","Indonesia","0","0","0","https://x.com/Antasena2000/status/1837279146361450790","545668184","Antasena2000"
"1836945589113962529","Fri Sep 20 23:54:05 +0000 2024","0","@kurawa @jokowi @prabowo Sedih ga akan trending kyk begini lagi semoga bisa digantikan anaknya aammiinn https://t.co/olnpIDkoG0","1837279094104543563","https://pbs.twimg.com/media/GX9TmWDaUAAIsi-.jpg","kurawa","in","Italy","0","0","0","https://x.com/sagita_riot/status/1837279094104543563","1584949294280294408","sagita_riot"
"1836918816015798337","Fri Sep 20 23:53:48 +0000 2024","0","@DokterTifa @prabowo Kayak sikopet ngga sih dok??","1837279023371801026","","DokterTifa","in","Indonesia","0","0","0","https://x.com/Fatimah52832763/status/1837279023371801026","1167404274520739842","Fatimah52832763"
"1837167863372857629","Fri Sep 20 23:53:40 +0000 2024","0","@AndiSinulingga ada yg balas pendukung prabowo sejati https://t.co/qdh8UiujwK","1837278989418971373","https://pbs.twimg.com/media/GX9TgRvaUAMbWDr.jpg","AndiSinulingga","in","","0","0","0","https://x.com/paduka_teuing/status/1837278989418971373","1686993921770188800","paduka_teuing"
"1837088290312441995","Fri Sep 20 23:53:37 +0000 2024","0","@are_inismyname @prabowo @Bank_Joee_ @BANGSAygSUJUD @Ndons_Back @DedynurPalakka @IrawanRommi @DarekaRendy @Kimberley_PS08 @florieliciouss @AndreasSolusi @adri_7i Ingat yaaa oktober ini gaji guru naik 2 jt .kita buktikan bukan cuma omon omon","1837278976076873868","","are_inismyname","in","","0","0","0","https://x.com/bels2222/status/1837278976076873868","1751162207956828160","bels2222"
"1837214951066456485","Fri Sep 20 23:52:45 +0000 2024","0","@mas_veel @prabowo @gibran_tweet Yg lalu² itu biar jadi tanggung jawab Mulyono ke depan mungkinkah PS bisa perbaiki? Klo #Fufufafa gak mungkinlahh.. Berani tarohan potong kupingnya #FufufafaBocilPsikopat !","1837278757020991659","","mas_veel","in","KulonUjung","0","0","0","https://x.com/NazarRizky17/status/1837278757020991659","1604653603469557760","NazarRizky17"
"1837088290312441995","Fri Sep 20 23:52:07 +0000 2024","0","@are_inismyname @prabowo @Bank_Joee_ @BANGSAygSUJUD @Ndons_Back @DedynurPalakka @IrawanRommi @DarekaRendy @Kimberley_PS08 @florieliciouss @AndreasSolusi @adri_7i Janji korupsi sedikit gpp ","1837278599822594253","","are_inismyname","in","Tapal Kuda, Indonesia","0","0","0","https://x.com/Adhi_Beka2/status/1837278599822594253","799637433847382017","Adhi_Beka2"
"1836945589113962529","Fri Sep 20 23:51:26 +0000 2024","1","@kurawa @jokowi @prabowo Agak pesimis kur tapi kita lihat nanti ke depan karena geo politik kita sangat berombak","1837278427402936411","","kurawa","in","","0","0","0","https://x.com/Ariefkurr/status/1837278427402936411","754212940513878017","Ariefkurr"
"1836961234966753472","Fri Sep 20 23:51:12 +0000 2024","0","@WagimanDeep212_ Dia kan memang orgnya Prabowo ","1837278368976490570","","WagimanDeep212_","in","Singapore","0","0","0","https://x.com/setia_purnama/status/1837278368976490570","113381564","setia_purnama"
"1837028871096692833","Fri Sep 20 23:50:51 +0000 2024","0","@BANGSAygSUJUD @jokowi @prabowo @Baristiga_ @FDonghun @florieliciouss @g4b0ng0ku73 @gtobing2903 @gustavssondhela @Kimberley_PS08 @Ndons_Back @are_inismyname @99propaganda damaikanlah orang ini dg akun fufufafa saling ejek https://t.co/7vsdPN106U","1837278279541346707","https://pbs.twimg.com/media/GX9S278bYAACK06.jpg","BANGSAygSUJUD","in","","0","0","0","https://x.com/paduka_teuing/status/1837278279541346707","1686993921770188800","paduka_teuing"
"1836918816015798337","Fri Sep 20 23:50:31 +0000 2024","0","@alvinaditaditya @mairezea @DokterTifa @prabowo wkkwk cocok tu ama personality lu pin","1837278197702099403","","alvinaditaditya","in","Di Bawah Matahari","0","0","0","https://x.com/David_Novrian/status/1837278197702099403","229817445","David_Novrian"
"1837135200700223537","Fri Sep 20 23:50:00 +0000 2024","10","@SelawiWong @DokterTifa @cobeh2022 Orang pd sangsi masak iya doi berkemampuan ini itu. Pastilah ada yg berotak di belakangnya. Saya yakin profesor ini andilnyaa besar. Doi dikawal sang profesor sejak masih Walikota. Profesor ini dulu punya sekolah yg bisa keluarkan ijazah.","1837278065623453760","","SelawiWong","in","","0","1","0","https://x.com/BudhiPrabowo7/status/1837278065623453760","1604229382536859649","BudhiPrabowo7"
"1836918816015798337","Fri Sep 20 23:49:21 +0000 2024","0","@mairezea @DokterTifa @prabowo baju patricknya a @David_Novrian","1837277902204981516","","mairezea","in","Unknown","0","1","0","https://x.com/alvinaditaditya/status/1837277902204981516","241392113","alvinaditaditya"
"1836918816015798337","Fri Sep 20 23:49:05 +0000 2024","0","@DokterTifa @prabowo Saya Heran kenapa Dokter Tifa Sangat2 BENCI BANGET ya sama Keluarganya Jokowi Maaf ya Sebetulnya Bu Dokter Tau ama yg Namanya DOSA apa Nggak ya sebelumnya Maaf ya","1837277834831876493","","DokterTifa","in","","0","0","0","https://x.com/afifah_kempi/status/1837277834831876493","3282013867","afifah_kempi"
"1836416857840193772","Fri Sep 20 23:48:55 +0000 2024","0","@mariadi63425147 @Subhanologi @msaid_didu @prabowo Kl mau komplain buang2 waktu dan energi. Masih banyak tugas PKS yg lebih penting yakni memenangkan perhelatan pilkada serentak.","1837277791529881817","","mariadi63425147","in","Bulukumba","0","1","0","https://x.com/R4uf_85/status/1837277791529881817","2257379096","R4uf_85"
"1837025920387096891","Fri Sep 20 23:47:23 +0000 2024","0","@DedynurPalakka @are_inismyname @jokowi @prabowo @Ndons_Back @99propaganda @Bank_Joee_ @BANGSAygSUJUD @AndreasSolusi @adri_7i @IrawanRommi @DarekaRendy @Kimberley_PS08 @florieliciouss karena janjinya 10rb","1837277406840914024","","DedynurPalakka","in","","0","0","0","https://x.com/SKedua694/status/1837277406840914024","1805490716573155329","SKedua694"
"1837277405892988942","Fri Sep 20 23:47:23 +0000 2024","0","Ini @prabowo gak ada rasa empati sedikitpun ini ?disini bisa membuktikan dia akan berpihak kepada rakyat atau ke oligarki sebagaimana janji2nya ketika mulai ikut kontestasi pilpres di 2014 @Gerindra","1837277405892988942","","","in","","0","0","0","https://x.com/Bagindo_Radjo/status/1837277405892988942","1529809081099505664","Bagindo_Radjo"
"1836416857840193772","Fri Sep 20 23:47:13 +0000 2024","0","@mariadi63425147 @Subhanologi @msaid_didu @prabowo Sejauh yg saya pahami selama kepemimpinan Bobby Medan memiliki kemajuan yg signifikan. Begitu jg pujian yg di lontarkan oleh bang Surya Paloh.","1837277366063976532","","mariadi63425147","in","Bulukumba","0","1","0","https://x.com/R4uf_85/status/1837277366063976532","2257379096","R4uf_85"
"1836954556619706539","Fri Sep 20 23:46:26 +0000 2024","0","@BANGSAygSUJUD @prabowo @Baristiga_ @FDonghun @florieliciouss @g4b0ng0ku73 @Kimberley_PS08 @gustavssondhela @gtobing2903 @are_inismyname @99propaganda @Ndons_Back belajar ke menpora gih sukses ngasih makan gratis atlet pon di aceh &amp; sumut","1837277167388086313","","BANGSAygSUJUD","in","","0","0","0","https://x.com/paduka_teuing/status/1837277167388086313","1686993921770188800","paduka_teuing"
"1837277122077053105","Fri Sep 20 23:46:15 +0000 2024","0","Pak @prabowo akan memperjuangan ekonomi berkeadilan ekonomi berasaskan kekeluargaan ekonomi Pancasila bukan ekonomi neoliberal. Mulainya dari mana. Semua sektor sudah dikuasai kapitalisme neoliberal. Menurut Bank Dunia pendapatan petani Indonesia hanya Rp 5 juta oer tahun.","1837277122077053105","","","in","","0","0","0","https://x.com/Marsell_Wawo/status/1837277122077053105","2799169610","Marsell_Wawo"
"1836956573421424785","Fri Sep 20 23:45:55 +0000 2024","0","@21_mozza Ini mah pelem jangan percaya woyyyy","1837277037196890388","","21_mozza","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/PrabowoAle/status/1837277037196890388","812032596","PrabowoAle"
"1836945589113962529","Fri Sep 20 23:45:51 +0000 2024","0","@kurawa @jokowi @prabowo Loe aja yg bercampur bahagia krn hanya penjilat yg mengidolakan simulyono itu. Kenapa tidak dr dulu aja dia pergi. Krn tidak bermanfaat utk rakyat Republik pada umumnya. Dia hanya mementingkan popularitas dan keluarganya sendiri.","1837277021837443473","","kurawa","in","Indonesia","0","0","0","https://x.com/haribanjarnahor/status/1837277021837443473","97382980","haribanjarnahor"
"1836682065619853450","Fri Sep 20 23:33:51 +0000 2024","0","@Ndons_Back @JMarjuki99455 @prabowo @Bank_Joee_ @are_inismyname @DarekaRendy @BANGSAygSUJUD @florieliciouss @Kimberley_PS08 @AndreasSolusi @azissubekti Akun2 pendukungwAbah kenapa pd sarap2 ya? Klo gak fitnah bikin hoax (fitnah jg) atau nyamber lapak akun lain sambil tantrum","1837274002936750250","","Ndons_Back","in","","0","2","0","https://x.com/Chavesz08/status/1837274002936750250","1523245126784413696","Chavesz08"
"1836918816015798337","Fri Sep 20 23:33:43 +0000 2024","0","@DokterTifa @prabowo Setuju bu...mata nya serem","1837273969763958935","","DokterTifa","in","Tanjungpinang Indonesia","0","0","0","https://x.com/yoyik_nasution/status/1837273969763958935","1605975738993086469","yoyik_nasution"
"1837232768901861819","Fri Sep 20 23:33:09 +0000 2024","0","@hipohan @jokowi @prabowo dg slogan melanjutkan. Sangat meragukan apalagi jajaran ketua kopk pun sdh diganti baru selagi masa nya jokowi. Akan dilanjutkan sepertinya","1837273826767622241","","hipohan","in","","0","0","0","https://x.com/ucieamoi/status/1837273826767622241","1788852989027090432","ucieamoi"
"1836918816015798337","Fri Sep 20 23:32:37 +0000 2024","2","@mofroe @DokterTifa @prabowo biar skenario ALLAH yg mengaturnya tetap istiqoma di jalan ALLAH","1837273692088455469","","mofroe","in","rappocini minasa upA makassar ","0","0","0","https://x.com/ArminLyasin/status/1837273692088455469","1589272490484064257","ArminLyasin"
"1837273676884189361","Fri Sep 20 23:32:34 +0000 2024","1","Soal Jatah Menteri di Kabinet Prabowo Bahlil: Tunggu Tanggal Mainnya https://t.co/dBcSWEdaAy #TempoNasional","1837273676884189361","","","in","Indonesia","0","0","0","https://x.com/tempodotco/status/1837273676884189361","18129942","tempodotco"
"1837273639504466432","Fri Sep 20 23:32:25 +0000 2024","4","Tenang kedepannya kita gak akan lagi mikir susah makan. Karena akan ada progam keberlanjutan Tuan jokowi yang dijalankan Tuan prabowo dan Tuan gibran. Lebih-lebih ada makan siang gratis susu ikan. Anak-anak cukup makan sekali namun gizi tercukupi. Ada 19 juta lapangan kerja.","1837273639504466432","","","in","Yogyakarta","0","1","0","https://x.com/northerncsl/status/1837273639504466432","1337668434","northerncsl"
"1837273606939926632","Fri Sep 20 23:32:17 +0000 2024","0","Nah ini info baru ni stelah semua org2 tedekatnta bilang pak presiden tdk pernah ambil pusing. Alias membiarkan dirinya pernah dihina dina. @prabowo","1837273606939926632","","","in","Serambi Madina East Indonesia","0","0","0","https://x.com/FachruSawati/status/1837273606939926632","882882484039409664","FachruSawati"
"1837269602239402142","Fri Sep 20 23:32:12 +0000 2024","0","@Gendis_JKT48 Benarrr sekali","1837273587830640980","","Gendis_JKT48","in","","0","0","0","https://x.com/PrabowoTaher/status/1837273587830640980","1461552901013209088","PrabowoTaher"
"1837052154072494510","Fri Sep 20 23:31:08 +0000 2024","0","@NarasiNewsroom Nah lho..yang kena getahnya akhirnya asn dan pns...bawahan bawahan. Atau bisa jadi prabowo-fufufafa...","1837273318795383127","","NarasiNewsroom","in","@Sea","0","0","0","https://x.com/jumbleh2/status/1837273318795383127","1246496018662752256","jumbleh2"
"1837004791198929112","Fri Sep 20 23:30:45 +0000 2024","0","@ethadisaputra biarkan prabowo jd presiden dulu. sabar lah","1837273221407855076","","ethadisaputra","in","","0","0","0","https://x.com/funkadhelic_/status/1837273221407855076","98287787","funkadhelic_"
"1837273133482659968","Fri Sep 20 23:30:24 +0000 2024","12896","PRABOWO KECEWA DAN SEMPAT MARAH MENGENAI FUFUFAFA Saya Mendengar ada beberapa sumber yang mengatakan bahwa Prabowo kecewa setelah mengetahui ini dan Prabowo sempat marah atas temuan-temuan ini (Abdul Kohar Jurnalis Senior Media Indonesia) https://t.co/vTTdBDEeu2","1837273133482659968","https://pbs.twimg.com/ext_tw_video_thumb/1837272946198626304/pu/img/7LpC7ukYTbNXs8DL.jpg","","in","","196","357","3075","https://x.com/CakKhum/status/1837273133482659968","1112540525771386880","CakKhum"
"1837263294824075771","Fri Sep 20 23:30:15 +0000 2024","1","@el__yassien 536590397163 kok gak bisa2 ya teh","1837273094760845760","","el__yassien","in","Citayem California ","0","1","0","https://x.com/JHPrabowo/status/1837273094760845760","158912165","JHPrabowo"
"1837273033532400099","Fri Sep 20 23:30:00 +0000 2024","66","Gibran Didesak Pakai Helm Full Face Bertemu Prabowo Hilal Fufufafa Makin Terang! https://t.co/klkl9LoDOO","1837273033532400099","","","in","Indonesia","0","11","43","https://x.com/democrazymedia/status/1837273033532400099","1243804423001763841","democrazymedia"
"1837093929554170359","Fri Sep 20 23:29:38 +0000 2024","0","@g4b0ng0ku73 Menantikan Prabowo yee","1837272940712538199","","g4b0ng0ku73","in","","0","0","0","https://x.com/YOGIBUDIHARTO/status/1837272940712538199","849234920","YOGIBUDIHARTO"
"1837031114323677390","Fri Sep 20 23:29:30 +0000 2024","4","@faizfaizrahman @Edwin23Nugroho @Fendy_yy @JAKARTAN_UTD @prabowo Bener bisa kok jadi BFE/OFE (Buyer/Owner Furnished Equipment) Scorpene aja yg nilainya segitu masih ada barang yg harus disupply oleh kemhan/TNI AL ke galangan","1837272906969301238","","faizfaizrahman","in","Kota Yogyakarta, Yogyakarta","0","0","0","https://x.com/LembagaKERIS/status/1837272906969301238","497882992","LembagaKERIS"
"1837046454088520095","Fri Sep 20 23:29:09 +0000 2024","0","@BosPurwa Klo gak salah topi itu untuk psywar pidato Pak Prabowo yang ini ya? https://t.co/DJr8DRt1Z4","1837272817550930343","","BosPurwa","in","Jakarta","0","0","0","https://x.com/kangf4j4r/status/1837272817550930343","60484293","kangf4j4r"
"1837214951066456485","Fri Sep 20 23:27:50 +0000 2024","0","@mas_veel @AGoeci @prabowo @gibran_tweet Artinya menterinya lemah. Menkes jaman sby dobrak pbb bongkar skandal flu burung.","1837272487232688477","","mas_veel","in","","0","1","0","https://x.com/djoniecash2/status/1837272487232688477","1210505846553079808","djoniecash2"
"1837155463265407357","Fri Sep 20 23:27:46 +0000 2024","0","@bacottetangga__ Wahai pemerintah cq presiden &amp; mendiknas &amp; seluruh jajaran kalian sudah gagal total membina sekolah dan perguruan tinggi kelakuan mereka sudah terlalu sadis ibarat teroris isis mendiknas harus mundur dan disanksi oleh presiden Jokowi.@jokowi @prabowo @mendiknas @adearmando61","1837272470598078843","","bacottetangga__","in","","0","0","0","https://x.com/ManagaraT/status/1837272470598078843","957646408022032384","ManagaraT"
"1837272390210044118","Fri Sep 20 23:27:27 +0000 2024","0","@prabowo Yth. Bpk Prabowo. Sekedar saranbutk Pak Prabowo agar kiranya sbg presiden kelak dpt mendelegasikan tugas pemerintahan dgn lebih maksimal memberikan otoritas penuh kerja para menteri dan para kepala daerah. Sdh wktnya membangun bangsq scr gotong royong dan terpadu.","1837272390210044118","","prabowo","in","Kota Bogor, Jawa Barat","0","0","0","https://x.com/pbuaran11A/status/1837272390210044118","110390631","pbuaran11A"
"1836918816015798337","Fri Sep 20 23:26:49 +0000 2024","0","@jhie_drughi @cokiezss @DokterTifa @prabowo Yg sakit jiwa tuh mukidi kang ngibul si raja hutang bajitol.","1837272230079922535","","jhie_drughi","in","","0","1","0","https://x.com/DejaVu91123474/status/1837272230079922535","1516043736228110341","DejaVu91123474"
"1837214951066456485","Fri Sep 20 23:26:12 +0000 2024","1","@KaZep7 @bunda_vv52605 @prabowo @gibran_tweet Tapi harus lebih berani mengganyang mafia2 kesehatan mintalah back up pada aparat baik hukum maupun militer","1837272074274099489","","KaZep7","in","","0","1","0","https://x.com/mas_veel/status/1837272074274099489","1709123175450288128","mas_veel"
"1835962172230533185","Fri Sep 20 23:25:59 +0000 2024","0","@useNormies telat ga min ikutan","1837272022285701458","","useNormies","in","","0","0","0","https://x.com/AgungPr78104742/status/1837272022285701458","1489964627719254019","AgungPr78104742"
"1837214951066456485","Fri Sep 20 23:25:19 +0000 2024","0","@AGoeci @djoniecash2 @prabowo @gibran_tweet Itu penghambat kemajuan dunia kesehatan dan pendidikamnya","1837271852756132284","","AGoeci","in","","0","1","0","https://x.com/mas_veel/status/1837271852756132284","1709123175450288128","mas_veel"
"1835943228102864984","Fri Sep 20 23:25:16 +0000 2024","0","@useNormies $TON gg @useNormies udah jalan udah masuk ke jaringan ton selanjut nya apa ya","1837271839342743785","","useNormies","in","","0","0","0","https://x.com/AgungPr78104742/status/1837271839342743785","1489964627719254019","AgungPr78104742"
"1837136494563090669","Fri Sep 20 23:25:08 +0000 2024","6","@psi_id Sok bijak loe bilang kunci sehat raga itu adalah hati yg nir prasangka. Preeet. Orang2 PSI itu tempatnya nir prasangka sejak dulu anies msh menjabat gubernur sampai ke prabowo hingga berlabuh mjd penjilatnya. Mau bukti ??","1837271805956079765","","psi_id","in","Ciamis, West Java","0","0","0","https://x.com/rosunWONG/status/1837271805956079765","1355917760413401090","rosunWONG"
"1836637023962374365","Fri Sep 20 23:25:06 +0000 2024","0","@Adhi_Beka2 @BANGSAygSUJUD @prabowo @Baristiga_ @florieliciouss @g4b0ng0ku73 @gtobing2903 @Kimberley_PS08 @Ndons_Back @zy_zy_lestary @99propaganda @are_inismyname @FDonghun Menhan di delegasikan u program food estate ini adlh kesalahan drpd pimpinan yg tdk mengerti management. Dr keterbatasan ruang lingkup departemen yg tdk pas seorg Menteri hrs melakukan tanggung jawab yg tdk pd posisinya. Mudah an program ini dpt di jlnkan dgn baik &amp; benar.","1837271800398614630","","Adhi_Beka2","in","","0","0","0","https://x.com/Rudy5a3a1/status/1837271800398614630","1759745194323591168","Rudy5a3a1"
"1837132427577405779","Fri Sep 20 23:25:04 +0000 2024","0","@Berbagi08 @AnKiiim_ @prabowo Semoga Prabowo mau menghidupkan Petrus lagi... BIAR AMAN REPUBLIK INI.","1837271790382633091","","Berbagi08","in","","0","0","0","https://x.com/JamesPepen/status/1837271790382633091","1836242669728862209","JamesPepen"
"1837271784820986018","Fri Sep 20 23:25:03 +0000 2024","2","Anda saja @aniesbaswedan tidak asing dengan forum militer dia akan memberikan nilai 11 dari skala 0-4 untuk prstasi @prabowo sebagai menteri pertahanan. Sayang dia buta. Kesalahanya dibayar mahal dengan kekalahan telak dan rusaknya image.","1837271784820986018","","","in","","0","0","0","https://x.com/HH__ONE/status/1837271784820986018","1618016214768578560","HH__ONE"
"1837271710682468409","Fri Sep 20 23:24:45 +0000 2024","0","$TON gg @useNormies udah jalan udah masuk ke jaringan ton selanjut nya apa ya","1837271710682468409","","","in","","0","0","0","https://x.com/AgungPr78104742/status/1837271710682468409","1489964627719254019","AgungPr78104742"
"1836918816015798337","Fri Sep 20 23:24:34 +0000 2024","3","@massdee_ @DokterTifa @prabowo Itu mata sharingan yg bisa memanupulasi rakyat Indonesia.","1837271667028152346","","massdee_","in","","0","0","1","https://x.com/DejaVu91123474/status/1837271667028152346","1516043736228110341","DejaVu91123474"
"1837271598925238489","Fri Sep 20 23:24:18 +0000 2024","0","MUSTAHIL...!! Mana mungkin @prabowo dan regimnya mau sungguh2 bkrja meningkatkan kesejahteraan rkyt &amp; negara wong slm ini brsm dgn rgm bangke jkowi prabowo ikut serta menikmati penderitaan rkyt &amp; bangkrutkan negara.","1837271598925238489","","","in","Jakarta","0","0","0","https://x.com/HalimTeuku/status/1837271598925238489","1358951946","HalimTeuku"
"1837027559672009080","Fri Sep 20 23:24:10 +0000 2024","0","@KompasTV CC : @jokowi @prabowo @DPR_RI @Kemhan_RI @BSSN_RI @KemensetnegRI @setkabgoid Bagaimana mau melindungi rakyat Indonesia lha data pribadi saja dibobol. https://t.co/lkzNsV2MwA","1837271566486483292","https://pbs.twimg.com/amplify_video_thumb/1837271470827044864/img/CI8t5HuYeTY8shjq.jpg","KompasTV","in","Indonesia","0","0","0","https://x.com/Ombahku/status/1837271566486483292","387748122","Ombahku"
"1837028871096692833","Fri Sep 20 23:24:03 +0000 2024","1","@BANGSAygSUJUD @jokowi @prabowo @Baristiga_ @FDonghun @florieliciouss @g4b0ng0ku73 @gtobing2903 @gustavssondhela @Kimberley_PS08 @Ndons_Back @are_inismyname @99propaganda Yg milih MK ","1837271534760775705","","BANGSAygSUJUD","in","","0","1","0","https://x.com/MulkisPohan/status/1837271534760775705","1446302124011184134","MulkisPohan"
"1835885106776694953","Fri Sep 20 23:23:15 +0000 2024","0","@useNormies semoga apa :V","1837271331911651358","","useNormies","in","","0","0","0","https://x.com/AgungPr78104742/status/1837271331911651358","1489964627719254019","AgungPr78104742"
